date,province,new_confirmed
2020-05-06,Daejeon,0
2020-05-06,Gwangju,0
2020-05-06,Incheon,0
2020-05-06,Daegu,0
2020-05-06,Busan,0
2020-05-06,Gyeonggi-do,0
2020-05-07,Jeju,0
2020-05-07,Gyeongsangnam-do,0
2020-05-07,Gyeongsangbuk-do,0
2020-05-07,Jeollanam-do,0
2020-05-07,Jeollabuk-do,0
2020-05-07,Chungcheongnam-do,0
2020-05-07,Chungcheongbuk-do,1
2020-05-07,Gangwon-do,0
2020-05-07,Seoul,0
2020-05-07,Sejong,0
2020-05-07,Ulsan,0
2020-05-07,Daejeon,1
2020-05-07,Gwangju,0
2020-05-07,Incheon,0
2020-05-07,Daegu,0
2020-05-07,Busan,0
2020-05-07,Gyeonggi-do,1
2020-05-08,Chungcheongnam-do,0
2020-05-08,Jeollabuk-do,1
2020-05-08,Jeollanam-do,0
2020-05-08,Chungcheongbuk-do,1
2020-05-08,Gyeongsangnam-do,0
2020-05-08,Jeju,0
2020-05-08,Gyeongsangbuk-do,0
2020-05-08,Gangwon-do,0
2020-05-08,Seoul,0
2020-05-08,Sejong,0
2020-05-08,Ulsan,0
2020-05-08,Daejeon,0
2020-05-08,Gwangju,0
2020-05-08,Incheon,0
2020-05-08,Daegu,3
2020-05-08,Busan,2
2020-05-08,Gyeonggi-do,2
2020-05-09,Chungcheongbuk-do,0
2020-05-09,Jeju,0
2020-05-09,Gyeongsangnam-do,0
2020-05-09,Gyeongsangbuk-do,0
2020-05-09,Jeollanam-do,0
2020-05-09,Jeollabuk-do,0
2020-05-09,Chungcheongnam-do,0
2020-05-09,Gangwon-do,0
2020-05-09,Seoul,12
2020-05-09,Sejong,0
2020-05-09,Ulsan,0
2020-05-09,Daejeon,0
2020-05-09,Gwangju,0
2020-05-09,Incheon,1
2020-05-09,Daegu,0
2020-05-09,Busan,1
2020-05-09,Gyeonggi-do,4
2020-05-10,Jeju,1
2020-05-10,Gyeongsangnam-do,0
2020-05-10,Gyeongsangbuk-do,0
2020-05-10,Jeollanam-do,0
2020-05-10,Jeollabuk-do,0
2020-05-10,Chungcheongnam-do,0
2020-05-10,Chungcheongbuk-do,2
2020-05-10,Gangwon-do,0
2020-05-10,Sejong,0
2020-05-10,Ulsan,0
2020-05-10,Daejeon,0
2020-05-10,Gwangju,0
2020-05-10,Incheon,3
2020-05-10,Daegu,2
2020-05-10,Busan,0
2020-05-10,Seoul,14
2020-05-10,Gyeonggi-do,6
2020-05-11,Chungcheongnam-do,0
2020-05-11,Jeollabuk-do,0
2020-05-11,Jeollanam-do,0
2020-05-11,Chungcheongbuk-do,3
2020-05-11,Gyeongsangnam-do,0
2020-05-11,Jeju,0
2020-05-11,Gyeongsangbuk-do,0
2020-05-11,Gangwon-do,1
2020-05-11,Seoul,20
2020-05-11,Sejong,1
2020-05-11,Busan,0
2020-05-11,Daegu,0
2020-05-11,Incheon,3
2020-05-11,Gyeonggi-do,4
2020-05-11,Daejeon,0
2020-05-11,Ulsan,0
2020-05-11,Gwangju,0
2020-05-12,Jeju,0
2020-05-12,Gyeongsangnam-do,1
2020-05-12,Gyeongsangbuk-do,1
2020-05-12,Jeollanam-do,0
2020-05-12,Jeollabuk-do,0
2020-05-12,Chungcheongbuk-do,0
2020-05-12,Gangwon-do,0
2020-05-12,Chungcheongnam-do,0
2020-05-12,Sejong,0
2020-05-12,Gyeonggi-do,8
2020-05-12,Busan,0
2020-05-12,Daegu,1
2020-05-12,Incheon,1
2020-05-12,Seoul,12
2020-05-12,Daejeon,2
2020-05-12,Ulsan,0
2020-05-12,Gwangju,0
2020-05-13,Chungcheongbuk-do,0
2020-05-13,Jeju,0
2020-05-13,Gyeongsangnam-do,1
2020-05-13,Gyeongsangbuk-do,0
2020-05-13,Jeollanam-do,0
2020-05-13,Jeollabuk-do,1
2020-05-13,Chungcheongnam-do,0
2020-05-13,Gangwon-do,0
2020-05-13,Incheon,2
2020-05-13,Sejong,0
2020-05-13,Ulsan,1
2020-05-13,Daejeon,0
2020-05-13,Gwangju,0
2020-05-13,Daegu,3
2020-05-13,Busan,3
2020-05-13,Seoul,12
2020-05-13,Gyeonggi-do,2
2020-05-14,Chungcheongbuk-do,3
2020-05-14,Jeju,0
2020-05-14,Gyeongsangnam-do,0
2020-05-14,Gyeongsangbuk-do,1
2020-05-14,Jeollanam-do,1
2020-05-14,Jeollabuk-do,0
2020-05-14,Chungcheongnam-do,1
2020-05-14,Gangwon-do,1
2020-05-14,Daegu,0
2020-05-14,Sejong,0
2020-05-14,Gyeonggi-do,6
2020-05-14,Busan,0
2020-05-14,Incheon,12
2020-05-14,Seoul,4
2020-05-14,Daejeon,0
2020-05-14,Gwangju,0
2020-05-14,Ulsan,0
2020-05-15,Jeju,0
2020-05-15,Gyeongsangnam-do,0
2020-05-15,Gyeongsangbuk-do,0
2020-05-15,Jeollanam-do,1
2020-05-15,Jeollabuk-do,0
2020-05-15,Chungcheongbuk-do,0
2020-05-15,Gangwon-do,0
2020-05-15,Chungcheongnam-do,0
2020-05-15,Ulsan,0
2020-05-15,Daejeon,0
2020-05-15,Gwangju,0
2020-05-15,Incheon,5
2020-05-15,Daegu,3
2020-05-15,Busan,0
2020-05-15,Seoul,14
2020-05-15,Sejong,0
2020-05-15,Gyeonggi-do,3
2020-05-16,Chungcheongbuk-do,1
2020-05-16,Jeju,0
2020-05-16,Gyeongsangnam-do,0
2020-05-16,Gyeongsangbuk-do,0
2020-05-16,Jeollanam-do,0
2020-05-16,Jeollabuk-do,0
2020-05-16,Chungcheongnam-do,0
2020-05-16,Gangwon-do,0
2020-05-16,Sejong,0
2020-05-16,Seoul,5
2020-05-16,Busan,0
2020-05-16,Daegu,1
2020-05-16,Gyeonggi-do,4
2020-05-16,Gwangju,0
2020-05-16,Daejeon,0
2020-05-16,Ulsan,0
2020-05-16,Incheon,0
2020-05-17,Chungcheongbuk-do,0
2020-05-17,Jeju,0
2020-05-17,Gyeongsangnam-do,2
2020-05-17,Gyeongsangbuk-do,0
2020-05-17,Jeollanam-do,0
2020-05-17,Jeollabuk-do,0
2020-05-17,Chungcheongnam-do,0
2020-05-17,Gangwon-do,0
2020-05-17,Gyeonggi-do,0
2020-05-17,Sejong,0
2020-05-17,Ulsan,0
2020-05-17,Daejeon,1
2020-05-17,Gwangju,0
2020-05-17,Incheon,0
2020-05-17,Daegu,1
2020-05-17,Busan,0
2020-05-17,Seoul,5
2020-05-18,Jeju,0
2020-05-18,Gyeongsangnam-do,0
2020-05-18,Gyeongsangbuk-do,0
2020-05-18,Jeollanam-do,0
2020-05-18,Jeollabuk-do,0
2020-05-18,Chungcheongnam-do,0
2020-05-18,Chungcheongbuk-do,3
2020-05-18,Gangwon-do,0
2020-05-18,Seoul,1
2020-05-18,Sejong,0
2020-05-18,Ulsan,0
2020-05-18,Daejeon,0
2020-05-18,Gwangju,0
2020-05-18,Incheon,0
2020-05-18,Daegu,1
2020-05-18,Busan,0
2020-05-18,Gyeonggi-do,3
2020-05-19,Chungcheongbuk-do,0
2020-05-19,Jeju,0
2020-05-19,Gyeongsangnam-do,0
2020-05-19,Gyeongsangbuk-do,0
2020-05-19,Jeollanam-do,0
2020-05-19,Jeollabuk-do,0
2020-05-19,Chungcheongnam-do,0
2020-05-19,Gangwon-do,0
2020-05-19,Seoul,6
2020-05-19,Sejong,0
2020-05-19,Ulsan,4
2020-05-19,Daejeon,0
2020-05-19,Gwangju,0
2020-05-19,Incheon,2
2020-05-19,Daegu,0
2020-05-19,Busan,0
2020-05-19,Gyeonggi-do,1
2020-05-20,Jeju,0
2020-05-20,Gyeongsangnam-do,0
2020-05-20,Gyeongsangbuk-do,0
2020-05-20,Jeollanam-do,0
2020-05-20,Jeollabuk-do,1
2020-05-20,Chungcheongnam-do,0
2020-05-20,Chungcheongbuk-do,0
2020-05-20,Gangwon-do,0
2020-05-20,Sejong,0
2020-05-20,Ulsan,0
2020-05-20,Daejeon,0
2020-05-20,Gwangju,0
2020-05-20,Incheon,8
2020-05-20,Daegu,1
2020-05-20,Busan,0
2020-05-20,Seoul,10
2020-05-20,Gyeonggi-do,10
2020-05-21,Chungcheongnam-do,1
2020-05-21,Jeollabuk-do,0
2020-05-21,Jeollanam-do,0
2020-05-21,Chungcheongbuk-do,0
2020-05-21,Gyeongsangnam-do,0
2020-05-21,Jeju,0
2020-05-21,Gyeongsangbuk-do,0
2020-05-21,Gangwon-do,0
2020-05-21,Gyeonggi-do,0
2020-05-21,Sejong,0
2020-05-21,Ulsan,0
2020-05-21,Daejeon,0
2020-05-21,Gwangju,0
2020-05-21,Incheon,6
2020-05-21,Daegu,0
2020-05-21,Busan,0
2020-05-21,Seoul,4
2020-05-22,Jeju,0
2020-05-22,Gyeongsangnam-do,1
2020-05-22,Gyeongsangbuk-do,2
2020-05-22,Jeollanam-do,0
2020-05-22,Jeollabuk-do,0
2020-05-22,Chungcheongnam-do,0
2020-05-22,Chungcheongbuk-do,0
2020-05-22,Gangwon-do,0
2020-05-22,Seoul,2
2020-05-22,Sejong,0
2020-05-22,Ulsan,1
2020-05-22,Daejeon,0
2020-05-22,Gwangju,0
2020-05-22,Incheon,1
2020-05-22,Daegu,0
2020-05-22,Busan,0
2020-05-22,Gyeonggi-do,6
2020-05-23,Chungcheongnam-do,0
2020-05-23,Jeollabuk-do,0
2020-05-23,Jeollanam-do,0
2020-05-23,Chungcheongbuk-do,0
2020-05-23,Gyeongsangnam-do,1
2020-05-23,Jeju,0
2020-05-23,Gyeongsangbuk-do,0
2020-05-23,Gangwon-do,0
2020-05-23,Seoul,4
2020-05-23,Sejong,0
2020-05-23,Ulsan,0
2020-05-23,Daejeon,1
2020-05-23,Gwangju,0
2020-05-23,Incheon,0
2020-05-23,Daegu,1
2020-05-23,Busan,0
2020-05-23,Gyeonggi-do,13
2020-05-24,Chungcheongnam-do,0
2020-05-24,Jeju,0
2020-05-24,Gyeongsangnam-do,0
2020-05-24,Gyeongsangbuk-do,6
2020-05-24,Jeollanam-do,0
2020-05-24,Jeollabuk-do,0
2020-05-24,Chungcheongbuk-do,0
2020-05-24,Gangwon-do,1
2020-05-24,Gyeonggi-do,6
2020-05-24,Sejong,0
2020-05-24,Ulsan,0
2020-05-24,Daejeon,0
2020-05-24,Gwangju,0
2020-05-24,Incheon,2
2020-05-24,Daegu,0
2020-05-24,Busan,0
2020-05-24,Seoul,6
2020-05-25,Chungcheongnam-do,0
2020-05-25,Jeollabuk-do,0
2020-05-25,Jeollanam-do,0
2020-05-25,Gyeongsangbuk-do,1
2020-05-25,Jeju,0
2020-05-25,Chungcheongbuk-do,0
2020-05-25,Gyeongsangnam-do,0
2020-05-25,Gangwon-do,0
2020-05-25,Gyeonggi-do,6
2020-05-25,Sejong,0
2020-05-25,Ulsan,0
2020-05-25,Daejeon,0
2020-05-25,Gwangju,0
2020-05-25,Incheon,1
2020-05-25,Daegu,1
2020-05-25,Busan,0
2020-05-25,Seoul,6
2020-05-26,Jeju,0
2020-05-26,Gyeongsangnam-do,0
2020-05-26,Gyeongsangbuk-do,1
2020-05-26,Jeollanam-do,0
2020-05-26,Jeollabuk-do,0
2020-05-26,Chungcheongnam-do,0
2020-05-26,Chungcheongbuk-do,1
2020-05-26,Gangwon-do,0
2020-05-26,Seoul,9
2020-05-26,Sejong,0
2020-05-26,Ulsan,0
2020-05-26,Daejeon,0
2020-05-26,Gwangju,0
2020-05-26,Incheon,3
2020-05-26,Daegu,1
2020-05-26,Busan,0
2020-05-26,Gyeonggi-do,2
2020-05-27,Jeollabuk-do,0
2020-05-27,Chungcheongnam-do,0
2020-05-27,Jeollanam-do,0
2020-05-27,Chungcheongbuk-do,0
2020-05-27,Gyeongsangnam-do,0
2020-05-27,Jeju,0
2020-05-27,Gyeongsangbuk-do,0
2020-05-27,Gangwon-do,0
2020-05-27,Seoul,19
2020-05-27,Sejong,0
2020-05-27,Ulsan,0
2020-05-27,Daejeon,0
2020-05-27,Gwangju,0
2020-05-27,Incheon,11
2020-05-27,Daegu,3
2020-05-27,Busan,0
2020-05-27,Gyeonggi-do,6
2020-05-28,Jeju,0
2020-05-28,Gyeongsangnam-do,0
2020-05-28,Gyeongsangbuk-do,1
2020-05-28,Jeollanam-do,0
2020-05-28,Jeollabuk-do,0
2020-05-28,Chungcheongnam-do,1
2020-05-28,Chungcheongbuk-do,0
2020-05-28,Gangwon-do,0
2020-05-28,Seoul,24
2020-05-28,Sejong,0
2020-05-28,Ulsan,0
2020-05-28,Daejeon,0
2020-05-28,Gwangju,0
2020-05-28,Incheon,22
2020-05-28,Daegu,2
2020-05-28,Busan,1
2020-05-28,Gyeonggi-do,21
2020-05-29,Chungcheongnam-do,0
2020-05-29,Jeollabuk-do,0
2020-05-29,Jeollanam-do,0
2020-05-29,Chungcheongbuk-do,0
2020-05-29,Gyeongsangnam-do,0
2020-05-29,Jeju,0
2020-05-29,Gyeongsangbuk-do,0
2020-05-29,Gangwon-do,0
2020-05-29,Seoul,20
2020-05-29,Sejong,0
2020-05-29,Ulsan,0
2020-05-29,Daejeon,0
2020-05-29,Gwangju,0
2020-05-29,Incheon,18
2020-05-29,Daegu,0
2020-05-29,Busan,0
2020-05-29,Gyeonggi-do,20
2020-05-30,Chungcheongbuk-do,0
2020-05-30,Jeju,0
2020-05-30,Gyeongsangnam-do,0
2020-05-30,Gyeongsangbuk-do,0
2020-05-30,Jeollanam-do,1
2020-05-30,Jeollabuk-do,0
2020-05-30,Chungcheongnam-do,0
2020-05-30,Gangwon-do,1
2020-05-30,Seoul,9
2020-05-30,Sejong,0
2020-05-30,Ulsan,0
2020-05-30,Daejeon,0
2020-05-30,Gwangju,2
2020-05-30,Incheon,5
2020-05-30,Daegu,2
2020-05-30,Busan,1
2020-05-30,Gyeonggi-do,13
2020-05-31,Jeju,1
2020-05-31,Gyeongsangnam-do,0
2020-05-31,Gyeongsangbuk-do,0
2020-05-31,Jeollanam-do,0
2020-05-31,Jeollabuk-do,0
2020-05-31,Chungcheongnam-do,0
2020-05-31,Chungcheongbuk-do,0
2020-05-31,Gangwon-do,0
2020-05-31,Sejong,0
2020-05-31,Ulsan,2
2020-05-31,Daejeon,1
2020-05-31,Gwangju,0
2020-05-31,Incheon,3
2020-05-31,Daegu,1
2020-05-31,Busan,1
2020-05-31,Seoul,6
2020-05-31,Gyeonggi-do,12
2020-06-01,Chungcheongnam-do,0
2020-06-01,Jeollabuk-do,0
2020-06-01,Jeollanam-do,1
2020-06-01,Chungcheongbuk-do,0
2020-06-01,Gyeongsangnam-do,0
2020-06-01,Jeju,0
2020-06-01,Gyeongsangbuk-do,0
2020-06-01,Gangwon-do,0
2020-06-01,Seoul,1
2020-06-01,Sejong,0
2020-06-01,Busan,0
2020-06-01,Daegu,1
2020-06-01,Incheon,18
2020-06-01,Gyeonggi-do,12
2020-06-01,Daejeon,0
2020-06-01,Ulsan,0
2020-06-01,Gwangju,0
2020-06-02,Jeju,0
2020-06-02,Gyeongsangnam-do,0
2020-06-02,Gyeongsangbuk-do,0
2020-06-02,Jeollanam-do,0
2020-06-02,Jeollabuk-do,0
2020-06-02,Chungcheongbuk-do,0
2020-06-02,Gangwon-do,0
2020-06-02,Chungcheongnam-do,0
2020-06-02,Sejong,0
2020-06-02,Gyeonggi-do,15
2020-06-02,Busan,0
2020-06-02,Daegu,0
2020-06-02,Incheon,8
2020-06-02,Seoul,14
2020-06-02,Daejeon,0
2020-06-02,Ulsan,0
2020-06-02,Gwangju,0
2020-06-03,Chungcheongbuk-do,0
2020-06-03,Jeju,0
2020-06-03,Gyeongsangnam-do,0
2020-06-03,Gyeongsangbuk-do,0
2020-06-03,Jeollanam-do,0
2020-06-03,Jeollabuk-do,0
2020-06-03,Chungcheongnam-do,0
2020-06-03,Gangwon-do,0
2020-06-03,Incheon,17
2020-06-03,Sejong,0
2020-06-03,Ulsan,0
2020-06-03,Daejeon,0
2020-06-03,Gwangju,0
2020-06-03,Daegu,1
2020-06-03,Busan,0
2020-06-03,Seoul,19
2020-06-03,Gyeonggi-do,12
2020-06-04,Chungcheongbuk-do,0
2020-06-04,Jeju,0
2020-06-04,Gyeongsangnam-do,0
2020-06-04,Gyeongsangbuk-do,1
2020-06-04,Jeollanam-do,0
2020-06-04,Jeollabuk-do,0
2020-06-04,Chungcheongnam-do,0
2020-06-04,Gangwon-do,0
2020-06-04,Incheon,7
2020-06-04,Sejong,0
2020-06-04,Gyeonggi-do,15
2020-06-04,Busan,0
2020-06-04,Daegu,0
2020-06-04,Seoul,14
2020-06-04,Daejeon,0
2020-06-04,Gwangju,0
2020-06-04,Ulsan,0
2020-06-05,Jeju,0
2020-06-05,Gyeongsangnam-do,0
2020-06-05,Gyeongsangbuk-do,2
2020-06-05,Jeollanam-do,0
2020-06-05,Jeollabuk-do,0
2020-06-05,Chungcheongbuk-do,0
2020-06-05,Gyeonggi-do,13
2020-06-05,Chungcheongnam-do,1
2020-06-05,Ulsan,0
2020-06-05,Sejong,0
2020-06-05,Seoul,15
2020-06-05,Busan,0
2020-06-05,Gangwon-do,0
2020-06-05,Incheon,6
2020-06-05,Gwangju,0
2020-06-05,Daejeon,0
2020-06-05,Daegu,1
2020-06-06,Gangwon-do,1
2020-06-06,Gyeongsangnam-do,1
2020-06-06,Gyeongsangbuk-do,1
2020-06-06,Jeollanam-do,0
2020-06-06,Jeollabuk-do,0
2020-06-06,Chungcheongnam-do,1
2020-06-06,Chungcheongbuk-do,0
2020-06-06,Jeju,0
2020-06-06,Gyeonggi-do,8
2020-06-06,Ulsan,0
2020-06-06,Daejeon,0
2020-06-06,Gwangju,0
2020-06-06,Incheon,11
2020-06-06,Daegu,0
2020-06-06,Busan,0
2020-06-06,Seoul,23
2020-06-06,Sejong,0
2020-06-07,Jeju,0
2020-06-07,Gyeongsangnam-do,0
2020-06-07,Gyeongsangbuk-do,0
2020-06-07,Jeollanam-do,0
2020-06-07,Jeollabuk-do,0
2020-06-07,Chungcheongnam-do,0
2020-06-07,Chungcheongbuk-do,1
2020-06-07,Gangwon-do,0
2020-06-07,Seoul,27
2020-06-07,Sejong,0
2020-06-07,Ulsan,1
2020-06-07,Daejeon,0
2020-06-07,Gwangju,0
2020-06-07,Incheon,6
2020-06-07,Daegu,1
2020-06-07,Busan,0
2020-06-07,Gyeonggi-do,19
2020-06-08,Chungcheongnam-do,0
2020-06-08,Jeollabuk-do,0
2020-06-08,Jeollanam-do,0
2020-06-08,Chungcheongbuk-do,0
2020-06-08,Gyeongsangnam-do,0
2020-06-08,Jeju,0
2020-06-08,Gyeongsangbuk-do,0
2020-06-08,Gangwon-do,0
2020-06-08,Seoul,22
2020-06-08,Sejong,0
2020-06-08,Ulsan,0
2020-06-08,Daejeon,0
2020-06-08,Gwangju,0
2020-06-08,Incheon,4
2020-06-08,Daegu,1
2020-06-08,Busan,0
2020-06-08,Gyeonggi-do,8
2020-06-09,Chungcheongbuk-do,0
2020-06-09,Jeju,0
2020-06-09,Gyeongsangnam-do,1
2020-06-09,Gyeongsangbuk-do,0
2020-06-09,Jeollanam-do,0
2020-06-09,Jeollabuk-do,0
2020-06-09,Chungcheongnam-do,2
2020-06-09,Gangwon-do,0
2020-06-09,Seoul,19
2020-06-09,Sejong,0
2020-06-09,Ulsan,0
2020-06-09,Daejeon,0
2020-06-09,Gwangju,0
2020-06-09,Incheon,3
2020-06-09,Daegu,0
2020-06-09,Busan,0
2020-06-09,Gyeonggi-do,13
2020-06-10,Jeju,0
2020-06-10,Gyeongsangnam-do,2
2020-06-10,Gyeongsangbuk-do,0
2020-06-10,Jeollanam-do,0
2020-06-10,Jeollabuk-do,0
2020-06-10,Chungcheongnam-do,0
2020-06-10,Chungcheongbuk-do,0
2020-06-10,Gangwon-do,1
2020-06-10,Gyeonggi-do,21
2020-06-10,Ulsan,0
2020-06-10,Daejeon,0
2020-06-10,Gwangju,0
2020-06-10,Incheon,8
2020-06-10,Daegu,0
2020-06-10,Busan,0
2020-06-10,Seoul,12
2020-06-10,Sejong,0
2020-06-11,Chungcheongnam-do,0
2020-06-11,Jeju,0
2020-06-11,Gyeongsangnam-do,0
2020-06-11,Gyeongsangbuk-do,0
2020-06-11,Jeollanam-do,0
2020-06-11,Jeollabuk-do,0
2020-06-11,Chungcheongbuk-do,0
2020-06-11,Gangwon-do,0
2020-06-11,Gyeonggi-do,16
2020-06-11,Busan,0
2020-06-11,Daegu,0
2020-06-11,Incheon,6
2020-06-11,Seoul,21
2020-06-11,Daejeon,0
2020-06-11,Ulsan,0
2020-06-11,Sejong,0
2020-06-11,Gwangju,0
2020-06-12,Chungcheongbuk-do,0
2020-06-12,Jeju,0
2020-06-12,Gyeongsangnam-do,0
2020-06-12,Gyeongsangbuk-do,0
2020-06-12,Jeollanam-do,0
2020-06-12,Jeollabuk-do,0
2020-06-12,Chungcheongnam-do,0
2020-06-12,Gangwon-do,0
2020-06-12,Gyeonggi-do,19
2020-06-12,Sejong,0
2020-06-12,Ulsan,0
2020-06-12,Daejeon,0
2020-06-12,Gwangju,0
2020-06-12,Incheon,1
2020-06-12,Daegu,1
2020-06-12,Busan,0
2020-06-12,Seoul,25
2020-06-13,Jeju,0
2020-06-13,Gyeongsangnam-do,0
2020-06-13,Gyeongsangbuk-do,0
2020-06-13,Jeollanam-do,0
2020-06-13,Jeollabuk-do,0
2020-06-13,Chungcheongnam-do,1
2020-06-13,Chungcheongbuk-do,0
2020-06-13,Gangwon-do,0
2020-06-13,Seoul,29
2020-06-13,Sejong,0
2020-06-13,Ulsan,0
2020-06-13,Daejeon,0
2020-06-13,Gwangju,0
2020-06-13,Incheon,1
2020-06-13,Daegu,3
2020-06-13,Busan,0
2020-06-13,Gyeonggi-do,14
2020-06-14,Chungcheongbuk-do,0
2020-06-14,Jeju,0
2020-06-14,Gyeongsangnam-do,0
2020-06-14,Gyeongsangbuk-do,0
2020-06-14,Jeollanam-do,0
2020-06-14,Jeollabuk-do,0
2020-06-14,Chungcheongnam-do,0
2020-06-14,Gangwon-do,1
2020-06-14,Gyeonggi-do,10
2020-06-14,Sejong,0
2020-06-14,Ulsan,0
2020-06-14,Daejeon,0
2020-06-14,Gwangju,0
2020-06-14,Incheon,8
2020-06-14,Daegu,2
2020-06-14,Busan,0
2020-06-14,Seoul,12
2020-06-15,Jeju,0
2020-06-15,Gyeongsangnam-do,3
2020-06-15,Gyeongsangbuk-do,0
2020-06-15,Jeollanam-do,0
2020-06-15,Jeollabuk-do,0
2020-06-15,Chungcheongnam-do,2
2020-06-15,Chungcheongbuk-do,0
2020-06-15,Gangwon-do,0
2020-06-15,Seoul,7
2020-06-15,Sejong,0
2020-06-15,Ulsan,0
2020-06-15,Daejeon,0
2020-06-15,Gwangju,0
2020-06-15,Incheon,8
2020-06-15,Daegu,0
2020-06-15,Busan,0
2020-06-15,Gyeonggi-do,10
2020-06-16,Chungcheongnam-do,0
2020-06-16,Jeollabuk-do,0
2020-06-16,Jeollanam-do,0
2020-06-16,Chungcheongbuk-do,0
2020-06-16,Gyeongsangnam-do,2
2020-06-16,Jeju,0
2020-06-16,Gyeongsangbuk-do,0
2020-06-16,Gangwon-do,0
2020-06-16,Seoul,12
2020-06-16,Sejong,0
2020-06-16,Ulsan,0
2020-06-16,Daejeon,3
2020-06-16,Gwangju,0
2020-06-16,Incheon,2
2020-06-16,Daegu,0
2020-06-16,Busan,1
2020-06-16,Gyeonggi-do,5
2020-06-17,Chungcheongbuk-do,0
2020-06-17,Jeju,1
2020-06-17,Gyeongsangnam-do,0
2020-06-17,Gyeongsangbuk-do,0
2020-06-17,Jeollanam-do,0
2020-06-17,Jeollabuk-do,0
2020-06-17,Chungcheongnam-do,1
2020-06-17,Gangwon-do,0
2020-06-17,Seoul,13
2020-06-17,Sejong,0
2020-06-17,Ulsan,0
2020-06-17,Daejeon,5
2020-06-17,Gwangju,0
2020-06-17,Incheon,2
2020-06-17,Daegu,1
2020-06-17,Busan,0
2020-06-17,Gyeonggi-do,13
2020-06-18,Jeju,0
2020-06-18,Gyeongsangnam-do,0
2020-06-18,Gyeongsangbuk-do,0
2020-06-18,Jeollanam-do,0
2020-06-18,Jeollabuk-do,1
2020-06-18,Chungcheongnam-do,3
2020-06-18,Chungcheongbuk-do,0
2020-06-18,Gangwon-do,0
2020-06-18,Seoul,25
2020-06-18,Sejong,1
2020-06-18,Ulsan,0
2020-06-18,Daejeon,7
2020-06-18,Gwangju,0
2020-06-18,Incheon,1
2020-06-18,Daegu,1
2020-06-18,Busan,0
2020-06-18,Gyeonggi-do,16
2020-06-19,Chungcheongnam-do,0
2020-06-19,Jeollabuk-do,0
2020-06-19,Jeollanam-do,0
2020-06-19,Chungcheongbuk-do,0
2020-06-19,Gyeongsangnam-do,0
2020-06-19,Jeju,3
2020-06-19,Gyeongsangbuk-do,0
2020-06-19,Gangwon-do,0
2020-06-19,Seoul,18
2020-06-19,Sejong,0
2020-06-19,Ulsan,0
2020-06-19,Daejeon,6
2020-06-19,Gwangju,0
2020-06-19,Incheon,0
2020-06-19,Daegu,0
2020-06-19,Busan,0
2020-06-19,Gyeonggi-do,11
2020-06-20,Chungcheongbuk-do,0
2020-06-20,Jeju,0
2020-06-20,Gyeongsangnam-do,0
2020-06-20,Gyeongsangbuk-do,1
2020-06-20,Jeollanam-do,0
2020-06-20,Jeollabuk-do,1
2020-06-20,Chungcheongnam-do,2
2020-06-20,Gangwon-do,0
2020-06-20,Seoul,14
2020-06-20,Sejong,0
2020-06-20,Ulsan,0
2020-06-20,Daejeon,5
2020-06-20,Gwangju,0
2020-06-20,Incheon,5
2020-06-20,Daegu,2
2020-06-20,Busan,2
2020-06-20,Gyeonggi-do,17
2020-06-21,Jeju,0
2020-06-21,Gyeongsangnam-do,1
2020-06-21,Gyeongsangbuk-do,0
2020-06-21,Jeollanam-do,0
2020-06-21,Jeollabuk-do,0
2020-06-21,Chungcheongnam-do,1
2020-06-21,Chungcheongbuk-do,0
2020-06-21,Gangwon-do,2
2020-06-21,Sejong,1
2020-06-21,Ulsan,0
2020-06-21,Daejeon,10
2020-06-21,Gwangju,1
2020-06-21,Incheon,0
2020-06-21,Daegu,1
2020-06-21,Busan,0
2020-06-21,Seoul,17
2020-06-21,Gyeonggi-do,10
2020-06-22,Chungcheongnam-do,2
2020-06-22,Jeollabuk-do,1
2020-06-22,Jeollanam-do,0
2020-06-22,Chungcheongbuk-do,0
2020-06-22,Gyeongsangnam-do,0
2020-06-22,Jeju,0
2020-06-22,Gyeongsangbuk-do,1
2020-06-22,Gangwon-do,0
2020-06-22,Seoul,5
2020-06-22,Sejong,0
2020-06-22,Busan,0
2020-06-22,Daegu,1
2020-06-22,Incheon,1
2020-06-22,Gyeonggi-do,6
2020-06-22,Daejeon,0
2020-06-22,Ulsan,0
2020-06-22,Gwangju,0
2020-06-23,Jeju,0
2020-06-23,Gyeongsangnam-do,0
2020-06-23,Gyeongsangbuk-do,0
2020-06-23,Jeollanam-do,0
2020-06-23,Jeollabuk-do,0
2020-06-23,Chungcheongbuk-do,1
2020-06-23,Gangwon-do,0
2020-06-23,Chungcheongnam-do,0
2020-06-23,Sejong,0
2020-06-23,Gyeonggi-do,7
2020-06-23,Busan,0
2020-06-23,Daegu,1
2020-06-23,Incheon,1
2020-06-23,Seoul,6
2020-06-23,Daejeon,4
2020-06-23,Ulsan,0
2020-06-23,Gwangju,0
2020-06-24,Chungcheongbuk-do,0
2020-06-24,Jeju,0
2020-06-24,Gyeongsangnam-do,0
2020-06-24,Gyeongsangbuk-do,1
2020-06-24,Jeollanam-do,0
2020-06-24,Jeollabuk-do,1
2020-06-24,Chungcheongnam-do,1
2020-06-24,Gangwon-do,1
2020-06-24,Incheon,3
2020-06-24,Sejong,0
2020-06-24,Ulsan,2
2020-06-24,Daejeon,8
